Dataset,Feature,N,Skewness,Kurtosis,Shapiro_Wilk_Stat,Shapiro_Wilk_pvalue,Anderson_Darling_Stat,AD_Is_Gaussian_5pct,DAgostino_K2_Stat,DAgostino_K2_pvalue,Practically_Normal,Formal_Consensus,Approx_Gaussian
MIMIC-IV,Q_Amp_aVF_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,Q_Amp_aVF_iqr,407446,277.8236230801842,89094.36322500632,0.3623897824567319,1.7082985322952655e-85,128384.73381933791,False,2184834.682770325,0.0,False,False,False
MIMIC-IV,Q_Amp_aVL,407446,32.34840390532892,5221.918972761618,0.8146946771726751,3.721081998027137e-60,19879.86527689523,False,1103957.99176015,0.0,False,False,False
MIMIC-IV,Q_Amp_aVL_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,Q_Amp_aVL_iqr,407446,308.42039841737767,110173.67418011614,0.3957662241747939,2.6899710015133714e-84,121692.58451392851,False,2247932.061542486,0.0,False,False,False
MIMIC-IV,Q_Amp_aVR,407446,92.22792705653173,19746.102722809304,0.5826987866992838,2.7404738244215978e-76,47148.29443020432,False,1580118.629327141,0.0,False,False,False
MIMIC-IV,Q_Amp_aVR_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,Q_Amp_aVR_iqr,407446,307.3845623436702,104152.60947920066,0.36538074205852056,2.1757226545584444e-85,135653.69852675172,False,2245683.247881004,0.0,False,False,False
MIMIC-IV,RR_Mean_Global,407446,0.8243867917855903,4.016698810360874,0.9765819305580783,6.447326073075206e-28,1265.4669813031796,False,73048.76298516538,0.0,True,False,True
MIMIC-IV,RR_Mean_Global_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,RR_Mean_Global_iqr,407446,5.721285976385512,107.91059450170485,0.5754902801643809,1.1921022768747752e-76,57999.6771067385,False,477755.6367266108,0.0,False,False,False
MIMIC-IV,R_Amp_I,407446,-61.293955282836734,5203.454036018587,0.924209839275199,1.164825183180534e-44,63393.85824572283,False,1375416.6054723077,0.0,False,False,False
MIMIC-IV,R_Amp_II,407446,-62.36863324049171,8564.93945641366,0.9432285191758966,3.677134421549496e-40,23489.12728410936,False,1388288.4956923116,0.0,False,False,False
MIMIC-IV,R_Amp_III,407446,-44.86216956834142,2985.60215254089,0.9042801028557483,1.7761420381942947e-48,40447.37223511317,False,1231688.912509448,0.0,False,False,False
MIMIC-IV,R_Amp_III_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_III_iqr,407446,85.30416784319252,10248.225267846028,0.07702189943592586,5.793881660843486e-94,129037.42726691253,False,1536934.7863369165,0.0,False,False,False
MIMIC-IV,R_Amp_II_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_II_iqr,407446,166.97707955411144,35624.68402983575,0.27318170169249323,1.908544517334248e-88,130910.2227326982,False,1891206.2376899002,0.0,False,False,False
MIMIC-IV,R_Amp_I_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_I_iqr,407446,105.68169507759399,16928.32586108226,0.4047012574535861,5.753672980105798e-84,134248.49357531534,False,1646671.4168139875,0.0,False,False,False
MIMIC-IV,R_Amp_V1,407446,-37.32636239592783,5518.975233493215,0.7878070149224297,1.0342038864672708e-62,22573.894959608442,False,1162133.1702830573,0.0,False,False,False
MIMIC-IV,R_Amp_V1_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_V1_iqr,407446,177.52631978608022,39185.56539910961,0.2679890897400916,1.3145046990090704e-88,125389.26055097044,False,1925285.7777853492,0.0,False,False,False
MIMIC-IV,R_Amp_V2,407446,-24.684290135458564,2084.6985962359217,0.8570412207037537,2.0539375547725833e-55,14214.329171697435,False,988833.7085759214,0.0,False,False,False
MIMIC-IV,R_Amp_V2_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_V2_iqr,407446,118.74228049978521,19399.257329650256,0.06812094916799816,3.449615943487934e-94,122099.04481996689,False,1706902.2601793003,0.0,False,False,False
MIMIC-IV,R_Amp_V3,407446,-19.21035964143616,1595.626129037452,0.8769308688652104,9.10658835265804e-53,8319.521960564307,False,894641.2184159526,0.0,False,False,False
MIMIC-IV,R_Amp_V3_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_V3_iqr,407446,143.51047147944072,28293.140667777636,0.061084575249414796,2.2965277617940775e-94,122030.47759208421,False,1808373.564768727,0.0,False,False,False
MIMIC-IV,R_Amp_V4,407446,-15.571824668408524,1255.9063897702174,0.8841685147100333,1.0261054373012958e-51,6479.883579280926,False,819645.4876457811,0.0,False,False,False
MIMIC-IV,R_Amp_V4_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_V4_iqr,407446,126.46913410442494,21195.934771654334,0.15638394827589708,7.231900518083896e-92,123428.46108250367,False,1740086.9697950964,0.0,False,False,False
MIMIC-IV,R_Amp_V5,407446,-24.428878981463022,2612.5553743618543,0.8800948734898139,2.5863893884478446e-52,11907.167556421598,False,988085.977599774,0.0,False,False,False
MIMIC-IV,R_Amp_V5_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_V5_iqr,407446,157.99240370302,32142.704773249094,0.35839176551443175,1.2382886518036757e-85,122645.20211186877,False,1860613.7545452928,0.0,False,False,False
MIMIC-IV,R_Amp_V6,407446,-40.34792035749566,5552.74011571433,0.7074949385126423,5.506435365748829e-69,19024.001263006707,False,1194293.748442813,0.0,False,False,False
MIMIC-IV,R_Amp_V6_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_V6_iqr,407446,176.5200921306018,39004.30705573032,0.123382981992461,9.279164541259973e-93,127298.17074520513,False,1922134.0589004725,0.0,False,False,False
MIMIC-IV,R_Amp_aVF,407446,-58.77572430328609,4832.467350574802,0.9499474657587312,2.813536709489748e-38,56636.435124402284,False,1355653.9381364444,0.0,False,False,False
MIMIC-IV,R_Amp_aVF_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_aVF_iqr,407446,105.83529252629599,15406.91289185302,0.30358671906031887,1.7767106287608072e-87,133434.01471731602,False,1646691.888178985,0.0,False,False,False
MIMIC-IV,R_Amp_aVL,407446,-56.356063840966215,5808.38281826728,0.9412124628715903,1.0846743291219544e-40,29046.151069779415,False,1338788.14517951,0.0,False,False,False
MIMIC-IV,R_Amp_aVL_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_aVL_iqr,407446,125.2981728246361,21385.094362439686,0.3081380162084951,2.499196846881357e-87,130440.52796925814,False,1735320.9579669703,0.0,False,False,False
MIMIC-IV,R_Amp_aVR,407446,-88.62812683921359,13277.941371307335,0.8498360485475321,2.687102432289717e-56,44281.89102377172,False,1557657.81814449,0.0,False,False,False
MIMIC-IV,R_Amp_aVR_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,R_Amp_aVR_iqr,407446,193.6118044621211,44274.19764301106,0.33179032221836924,1.519802272632739e-86,139715.00625263713,False,1974019.4775154297,0.0,False,False,False
MIMIC-IV,ST_Elev_I,407446,-99.87454221848594,32971.86200924411,0.3461140331118606,4.659598605172711e-86,51225.47632824059,False,1622843.1444665918,0.0,False,False,False
MIMIC-IV,ST_Elev_II,407446,-150.16546406881167,46972.887344566414,0.4207805280635616,2.3180167619751827e-83,58879.71057783521,False,1835478.7866851005,0.0,False,False,False
MIMIC-IV,ST_Elev_III,407446,-154.18735021573377,51582.10816695687,0.634379023137753,1.581738778857193e-73,73527.825204022,False,1850143.0043224895,0.0,False,False,False
MIMIC-IV,ST_Elev_III_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_III_iqr,407446,323.30673229870064,122929.33778633519,0.32935923925019683,1.259230665896955e-86,130560.6847932057,False,2276757.93113621,0.0,False,False,False
MIMIC-IV,ST_Elev_II_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_II_iqr,407446,363.637139942172,154449.49682140612,0.4882143568547158,1.1825023603617167e-80,130643.65656299284,False,2349294.228127491,0.0,False,False,False
MIMIC-IV,ST_Elev_I_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_I_iqr,407446,479.3579188838059,254408.93907071202,0.5545471296611406,1.1353458536755649e-77,122782.87309584883,False,2524353.144166547,0.0,False,False,False
MIMIC-IV,ST_Elev_V1,407446,-39.091477040781555,11705.266404705524,0.17857984541298944,2.9942049759381146e-91,98307.86723915196,False,1188203.6772874412,0.0,False,False,False
MIMIC-IV,ST_Elev_V1_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_V1_iqr,407446,227.35512154390682,59481.73663770864,0.28031249071134146,3.196932902190942e-88,136658.26447743422,False,2066364.880017665,0.0,False,False,False
MIMIC-IV,ST_Elev_V2,407446,-38.996301932780234,10641.970473755955,0.1842282086427275,4.321335823454115e-91,74140.96128795668,False,1186389.621065388,0.0,False,False,False
MIMIC-IV,ST_Elev_V2_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_V2_iqr,407446,250.61497432188443,77860.9821893571,0.02368636575558858,2.7598295719885195e-95,130320.76083038014,False,2123838.121471112,0.0,False,False,False
MIMIC-IV,ST_Elev_V3,407446,-53.633000162485686,12846.561141265232,0.18419181440492272,4.311101918437072e-91,74377.38497450238,False,1324117.920969362,0.0,False,False,False
MIMIC-IV,ST_Elev_V3_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_V3_iqr,407446,221.8482583794135,57942.05722171521,0.10290882150193159,2.684521398096862e-93,135314.9107382911,False,2052223.9664895097,0.0,False,False,False
MIMIC-IV,ST_Elev_V4,407446,-59.668390367873144,15708.476675083813,0.10322610042990932,2.7360989507183024e-93,88300.69972243061,False,1373312.0514936545,0.0,False,False,False
MIMIC-IV,ST_Elev_V4_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_V4_iqr,407446,184.57497018430624,40813.94058713702,0.06513894177544177,2.9023123998575813e-94,138094.1148842997,False,1947003.0845027873,0.0,False,False,False
MIMIC-IV,ST_Elev_V5,407446,-66.5509605931881,16824.89972979826,0.1844216249734809,4.3761394589263253e-91,99420.68148247554,False,1423638.678037588,0.0,False,False,False
MIMIC-IV,ST_Elev_V5_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_V5_iqr,407446,203.41879776131236,47515.401237924016,0.3703757013105221,3.265743674035387e-85,139420.14278958458,False,2002080.668082581,0.0,False,False,False
MIMIC-IV,ST_Elev_V6,407446,-62.524114581919584,17117.22207362757,0.11929302557122301,7.228332832739345e-93,105448.29893550032,False,1395155.4772543432,0.0,False,False,False
MIMIC-IV,ST_Elev_V6_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_V6_iqr,407446,224.31654318776896,62304.68245406754,0.05535028603246128,1.6516722068484729e-94,137750.7171424128,False,2058898.4928524212,0.0,False,False,False
MIMIC-IV,ST_Elev_aVF,407446,-104.67179565677291,29607.263422134485,0.6162164898185738,1.5581950851714341e-74,62800.75652812945,False,1645648.9398017442,0.0,False,False,False
MIMIC-IV,ST_Elev_aVF_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_aVF_iqr,407446,365.159891492664,149853.04581172852,0.43803185467283334,1.0734342792212811e-82,134861.46564798825,False,2351754.610501291,0.0,False,False,False
MIMIC-IV,ST_Elev_aVL,407446,-172.16349328728305,50521.001764883986,0.7547856185173909,1.6813390287741425e-65,71965.43255657249,False,1909839.9512743463,0.0,False,False,False
MIMIC-IV,ST_Elev_aVL_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_aVL_iqr,407446,319.3761732743197,115025.78934497015,0.3831865404232121,9.37461178161449e-85,134298.89897861914,False,2269108.6023249906,0.0,False,False,False
MIMIC-IV,ST_Elev_aVR,407446,-139.65041938443628,32299.383020810714,0.35059897720483746,6.646569315797604e-86,65093.37239035207,False,1794751.290876291,0.0,False,False,False
MIMIC-IV,ST_Elev_aVR_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,ST_Elev_aVR_iqr,407446,374.2065742900774,155433.12497618882,0.5719463149988986,7.952624661754465e-77,137280.9795560958,False,2366975.932845069,0.0,False,False,False
MIMIC-IV,S_Amp_V1,407446,-25.74463833038727,6469.051622770029,0.37249691761935877,3.883756184105527e-85,74539.54177512822,False,1018172.7231973115,0.0,False,False,False
MIMIC-IV,S_Amp_V1_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,S_Amp_V1_iqr,407446,197.82436623991867,55742.50064284079,0.27625536521797234,2.3825047414236758e-88,120620.55757832318,False,1987261.9649682401,0.0,False,False,False
MIMIC-IV,S_Amp_V2,407446,-14.29735153454511,2849.415708469799,0.5555646238227662,1.2699224221614644e-77,54795.98057452071,False,803901.5606949396,0.0,False,False,False
MIMIC-IV,S_Amp_V2_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,S_Amp_V2_iqr,407446,193.967313276344,52976.95292518669,0.06848851461723282,3.5239773517742127e-94,115656.59446730185,False,1975995.1114562976,0.0,False,False,False
MIMIC-IV,S_Amp_V3,407446,-10.806642830752752,1656.4030681914119,0.6069800552018868,4.969722472411437e-75,35382.81978283962,False,709836.9174657814,0.0,False,False,False
MIMIC-IV,S_Amp_V3_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,S_Amp_V3_iqr,407446,217.49495209395008,62252.813010631806,0.28407954154681436,4.2059504481800707e-88,120683.1596452808,False,2041295.012341776,0.0,False,False,False
MIMIC-IV,T_Amp_I,407446,-37.208253807114914,8734.092313090352,0.8641282393260892,1.6534065230569073e-54,10794.875074657204,False,1165360.6366875952,0.0,False,False,False
MIMIC-IV,T_Amp_II,407446,-71.50525355657076,20251.377102324077,0.9657920308468044,7.158487990856683e-33,13535.442499176366,False,1458329.5189314757,0.0,False,False,False
MIMIC-IV,T_Amp_III,407446,-81.74412057210341,19121.56697752397,0.8348578162011205,5.022054742293514e-58,19802.256494910456,False,1521327.1120993441,0.0,False,False,False
MIMIC-IV,T_Amp_III_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_III_iqr,407446,342.1773748459561,146640.4477354271,0.4281254928584851,4.430011978359756e-83,115832.74683102383,False,2311860.8697454054,0.0,False,False,False
MIMIC-IV,T_Amp_II_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_II_iqr,407446,360.70133662521164,159027.7620990525,0.46132500410185073,9.081556835735177e-82,109904.94886587997,False,2344417.465338731,0.0,False,False,False
MIMIC-IV,T_Amp_I_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_I_iqr,407446,274.74588212726417,108480.8442881182,0.5293895714084575,7.614997857698369e-79,93156.23997569527,False,2179090.745612242,0.0,False,False,False
MIMIC-IV,T_Amp_V1,407446,-20.52647848643131,2271.706053078953,0.2760275629891783,2.3435922690919072e-88,69148.6464489802,False,923107.5292971351,0.0,False,False,False
MIMIC-IV,T_Amp_V1_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_V1_iqr,407446,137.38189374775192,21921.924684660746,0.12479541548143036,1.0117446013216602e-92,132663.51307975932,False,1783616.2108093696,0.0,False,False,False
MIMIC-IV,T_Amp_V2,407446,-24.826495118115883,2019.5390722493269,0.3535299015377412,8.392656264812967e-86,39803.227739229565,False,990513.2771975977,0.0,False,False,False
MIMIC-IV,T_Amp_V2_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_V2_iqr,407446,167.00414832236234,32785.472937723345,0.012680500372421744,1.49950075934391e-95,124977.72743754531,False,1890801.623484954,0.0,False,False,False
MIMIC-IV,T_Amp_V3,407446,-32.13276976775382,3708.8630523734832,0.5539123155391372,1.058825676433199e-77,39233.86858317733,False,1097429.9912570482,0.0,False,False,False
MIMIC-IV,T_Amp_V3_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_V3_iqr,407446,194.78657779533296,49333.84725020289,0.09491477654372393,1.6651894188672235e-93,125627.71924667188,False,1977976.941766044,0.0,False,False,False
MIMIC-IV,T_Amp_V4,407446,-18.75912030127079,4111.416937427774,0.5160173356338329,1.9043739613732608e-79,54064.76371645945,False,899095.0133273185,0.0,False,False,False
MIMIC-IV,T_Amp_V4_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_V4_iqr,407446,137.93484723282336,21941.807170428903,0.13966502995059193,2.533677300984455e-92,138287.38646572176,False,1785739.5389546123,0.0,False,False,False
MIMIC-IV,T_Amp_V5,407446,-35.08248976447743,3995.5263504502204,0.35563172294183276,9.92636727342271e-86,58390.14708294743,False,1133369.854531558,0.0,False,False,False
MIMIC-IV,T_Amp_V5_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_V5_iqr,407446,149.71525086104526,26917.617901255595,0.19186611897620753,7.122182071707916e-91,133125.1263235272,False,1830606.4702659561,0.0,False,False,False
MIMIC-IV,T_Amp_V6,407446,-36.38770070116831,4007.685732225877,0.17034264268827248,1.7604255706218198e-91,77758.09900459414,False,1148193.5393178775,0.0,False,False,False
MIMIC-IV,T_Amp_V6_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_V6_iqr,407446,146.38222899301118,26077.798228283355,0.0508327276767222,1.2755080530555437e-94,139732.44818929338,False,1818387.8951015235,0.0,False,False,False
MIMIC-IV,T_Amp_aVF,407446,-145.61112160580032,55980.740687830585,0.8165646341122201,5.751861371792308e-60,33875.68594040966,False,1819960.208706196,0.0,False,False,False
MIMIC-IV,T_Amp_aVF_count,407446,0.8883875138143162,1.0545099654317696,0.9482124898685549,8.79636232796176e-39,5727.42975444044,False,48665.906689542295,0.0,True,False,True
MIMIC-IV,T_Amp_aVF_iqr,407446,386.19956625160717,182162.61538517792,0.45119805049036743,3.554639272899782e-82,120643.0659493478,False,2387066.3014736054,0.0,False,False,False
MIMIC-IV,T_Amp_aVL,407446,-83.19547618011119,24747.997610602368,0.8785040266358293,1.5259286603742379e-52,20753.84648002271,False,1531555.7753245519,0.0,False,False,False
