,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Q_Amp_V5_count,0.9999544937785189,0.002899264072655887,-0.0010366347282437349,-0.0017884180532632189,-0.00029183908015531214,-0.0009602268923189973,-0.00041797123851562327,-0.0027042537150969016,0.0022197623284618204,0.00040256684087656736
Q_Amp_V5_iqr,-0.010059414982159193,0.7689841677942295,0.14197175540505796,0.1410678955630009,-0.10774833611623837,0.014765773616760302,0.04964104231131031,-0.06988304485530611,0.023255098954180438,0.005662003605320751
Q_Amp_V6,0.012263494093282817,0.31756623839980597,-0.28297118188094744,-0.1525327974869829,-0.28795552573864275,-0.17107248883390883,0.1268278585319924,-0.09556959051416387,0.06542108304282401,0.04218264933224577
Q_Amp_V6_count,0.9999544937785189,0.0028992640726558964,-0.0010366347282437622,-0.0017884180532631241,-0.00029183908015541384,-0.0009602268923190067,-0.0004179712385157374,-0.0027042537150968565,0.0022197623284616733,0.00040256684087650404
Q_Amp_V6_iqr,-0.006836345590610701,0.8058955149924198,0.12525719571277316,0.15089674600610475,-0.09962375540885139,0.01543668128538762,0.044836742545979295,-0.05332027355400669,0.01841350834286808,-0.010607491467565322
Q_Amp_aVF,0.04737092426658962,0.42335482784597506,-0.1572143167619594,-0.20172548587758157,-0.12743761807943735,0.2934207268466326,-0.27844398080787985,0.42563506028446174,-0.08069499105002058,0.10693288066855575
Q_Amp_aVF_count,0.9999544937785189,0.0028992640726558964,-0.0010366347282437481,-0.0017884180532630985,-0.0002918390801554783,-0.0009602268923189927,-0.0004179712385157293,-0.002704253715096922,0.0022197623284617076,0.0004025668408764241
Q_Amp_aVF_iqr,-0.010833272286910646,0.9290349264603022,0.1389341682082318,0.15583343404259328,-0.06797316760949597,0.0808570337573222,-0.010845710678341046,0.02879613783794334,0.031302518722945774,0.002437650824712236
Q_Amp_aVL,-0.05230906328953858,0.3760555954464491,-0.2637364471301459,-0.36271064985997165,-0.057400449509375014,0.08403276820657193,0.29586147562450754,-0.38776924020381676,0.1512068027301567,-0.1049178243610703
Q_Amp_aVL_count,0.9999544937785187,0.002899264072655888,-0.0010366347282438511,-0.0017884180532631647,-0.0002918390801554719,-0.0009602268923190156,-0.00041797123851571933,-0.0027042537150969398,0.002219762328461728,0.00040256684087646577
Q_Amp_aVL_iqr,-0.0063152647903828,0.8722239357660869,0.3087801607165615,0.1269923195980241,-0.022187822331539257,0.17219910913205816,0.15270115789063604,-0.005643379173755065,0.032570462256610186,-0.00143019726888673
Q_Amp_aVR,-0.08074960809227326,0.48856184717519324,-0.2568431210967927,-0.029833088016817447,0.0860481348794196,0.265966382726793,-0.2929494811656313,-0.17179355495662574,-0.18497972578392163,0.2103945171264811
Q_Amp_aVR_count,0.9999544937785187,0.0028992640726558812,-0.0010366347282438455,-0.0017884180532630966,-0.0002918390801553877,-0.0009602268923189487,-0.0004179712385159939,-0.0027042537150970968,0.0022197623284619123,0.0004025668408765343
Q_Amp_aVR_iqr,-0.0028703467143436673,0.9199468299996484,0.15983556532166704,0.2181727279166239,-0.0844880838123502,0.01785383641108824,-0.01981863201717797,-0.07778619087857291,0.029376042981440236,0.0016691049479106723
RR_Mean_Global,-0.93190432555861,0.03859202117704111,-0.01696438331042717,0.00878968323148778,0.007804125649504768,-0.03104672581529187,0.009618653108536915,0.014867586415513617,0.001109613312192329,-0.03950118065261777
RR_Mean_Global_count,0.9999544937785185,0.0028992640726558973,-0.001036634728243975,-0.0017884180532631822,-0.0002918390801554645,-0.0009602268923189558,-0.00041797123851578536,-0.0027042537150970187,0.0022197623284618854,0.0004025668408766092
RR_Mean_Global_iqr,-0.10994410593373524,0.15645635266245864,-0.008770560271493585,-0.008007118133823158,0.04781287673326686,-0.14303205652684908,0.10483846336118076,0.1751992164364066,0.01059156368404284,-0.19365078582147469
R_Amp_I,-0.013363691478489615,-0.2659377731921811,-0.11029951896696102,0.6607520529690124,0.09490528299336115,-0.13298752543935782,0.3780352859649511,-0.17861347936696842,-0.20865068749324034,0.09814048606510407
R_Amp_II,0.02698281863531933,-0.25429446127099714,-0.08856226217672611,0.546859977720598,0.23709599329639183,0.38396819535627325,-0.08964981039929569,0.07509676045516367,-0.06922474950530294,-0.16100504556693387
R_Amp_III,0.0548658970438278,-0.24301080316385182,-0.06732063206333447,0.6465373172022578,0.131000712616221,-0.07301041530748545,0.17782092257307125,-0.12239698559944573,-0.2124983277514511,0.13077883627781156
R_Amp_III_count,0.9999544937785185,0.0028992640726558973,-0.0010366347282439767,-0.0017884180532631833,-0.0002918390801554521,-0.0009602268923190036,-0.00041797123851580867,-0.002704253715097037,0.0022197623284618035,0.0004025668408765862
R_Amp_III_iqr,-0.014873608011376894,0.5848691208421809,0.0891381907013859,-0.28883805045499056,0.1468156710582669,0.07722087528721339,-0.17155247981086533,0.2417972135448824,0.07752807520341029,-0.10673335023525454
R_Amp_II_count,0.9999544937785185,0.0028992640726559116,-0.001036634728243995,-0.0017884180532632453,-0.00029183908015554345,-0.0009602268923190867,-0.0004179712385157891,-0.002704253715096992,0.0022197623284618798,0.0004025668408766122
R_Amp_II_iqr,-0.009975468152672105,0.6516504784226854,0.1748807392052853,-0.10672061163771561,0.26818952567773785,-0.2542642821375942,-0.06622582437446056,0.06734494296184013,-0.03646092716693468,0.018880822655866467
R_Amp_I_count,0.9999544937785183,0.002899264072655964,-0.001036634728243886,-0.0017884180532633264,-0.0002918390801559735,-0.0009602268923192499,-0.0004179712385154759,-0.0027042537150967316,0.0022197623284617735,0.00040256684087657235
R_Amp_I_iqr,-0.013176356167954538,0.44745098610688777,0.08123941195373538,-0.4964244766712027,0.13812301232987825,0.31300325599165774,-0.13120633849334323,0.19705913672181344,0.13335715321542135,-0.03329168341944634
R_Amp_V1,-0.0012366866277327769,-0.2366731289047564,0.06813755233345149,0.17177098984908462,-0.03979302131332876,-0.10354109116728592,0.2093443319369917,0.17886961017601968,0.5931927681481491,0.11313799313634341
R_Amp_V1_count,0.9999544937785183,0.0028992640726560035,-0.0010366347282439042,-0.001788418053263372,-0.00029183908015596174,-0.0009602268923192214,-0.00041797123851555973,-0.0027042537150966848,0.0022197623284618585,0.0004025668408765926
R_Amp_V1_iqr,-0.003234187366864899,0.697838838228547,0.09443206312161559,-0.055575332120959955,0.3013199895841701,-0.0951509225060617,0.0115588706626687,-0.03355067530403797,-0.1138894912543205,-0.03895148317881766
R_Amp_V2,-0.02603240489202663,-0.2680952917831167,-0.0003098961280994005,0.2752601675208321,-0.01500510982586879,-0.023165057757619234,0.15198705920665517,0.14279537166172107,0.6336304047044932,0.10164027683755138
R_Amp_V2_count,0.9999544937785183,0.0028992640726560035,-0.0010366347282438502,-0.001788418053263348,-0.0002918390801559955,-0.00096022689231922,-0.0004179712385155926,-0.0027042537150967056,0.0022197623284619292,0.0004025668408766793
R_Amp_V2_iqr,-0.0011812768530408092,0.5796194234762257,0.23381940264186368,-0.1014981011439239,0.10967914817481293,-0.22425621090231493,-0.18269171402251977,-0.1269621866494101,-0.1146484491663819,-0.08258211472272481
R_Amp_V3,-0.009015986803975593,-0.28156560385493085,-0.023562907482405346,0.47383057568858955,0.18975496167660624,0.18970272872422875,-0.08317799956725838,0.15406107379790754,0.43419835533746426,0.030158675919871498
R_Amp_V3_count,0.9999544937785183,0.0028992640726560053,-0.0010366347282439227,-0.0017884180532633995,-0.0002918390801561515,-0.0009602268923193461,-0.0004179712385154554,-0.00270425371509659,0.002219762328461806,0.00040256684087655684
R_Amp_V3_iqr,-0.002079024904673981,0.6036701971121123,0.22638819739680857,-0.1342149996084512,0.12719714366460189,-0.21347598727357045,-0.15730858043961476,-0.11268829171024798,-0.05843632225278676,-0.07055604507120744
R_Amp_V4,-0.01359514089459387,-0.3053123347376018,-0.008341025791068352,0.5423362836918109,0.31393429814312884,0.30974838015767725,-0.22204413315230156,0.062422885108097244,0.11083789399276425,-0.12845136913432126
R_Amp_V4_count,0.9999544937785183,0.0028992640726560105,-0.0010366347282438316,-0.0017884180532632783,-0.00029183908015606663,-0.0009602268923192321,-0.0004179712385156313,-0.002704253715096802,0.0022197623284616733,0.0004025668408765744
R_Amp_V4_iqr,-0.007620973544997949,0.5951724318324355,0.22065193406046363,-0.13717821954202247,0.1351781083646738,-0.19296730152543665,-0.13591293012627673,-0.13059209299921254,-0.05380862445621252,-0.0024594747552997964
R_Amp_V5,-0.015690573595444565,-0.344483720801243,-0.007985569192532214,0.5150245337896174,0.2933384376447043,0.30327182636879185,-0.19430526717371466,0.006296208324112144,-0.09742425320134021,-0.2455346859767025
R_Amp_V5_count,0.9999544937785183,0.0028992640726560105,-0.0010366347282438793,-0.001788418053263276,-0.0002918390801561113,-0.0009602268923192513,-0.00041797123851566284,-0.0027042537150968322,0.0022197623284617722,0.0004025668408765575
R_Amp_V5_iqr,-0.011311508984182577,0.6489041745799009,0.2448958152939893,-0.0802176067406762,0.12141179309473973,-0.2114542006304175,-0.13263657464711517,-0.15415210468809254,-0.03136179917766545,-0.034895666641063375
R_Amp_V6,-0.014270205763079505,-0.3892160648238181,-0.0027701151667179898,0.4659766788611604,0.20932457134834143,0.24156003547855145,-0.11557462428782767,0.011099634853496005,-0.1590714546696124,-0.26758041153965645
R_Amp_V6_count,0.9999544937785183,0.0028992640726560105,-0.001036634728243824,-0.0017884180532632507,-0.0002918390801561536,-0.0009602268923192179,-0.00041797123851568865,-0.0027042537150968327,0.0022197623284618364,0.0004025668408766301
R_Amp_V6_iqr,-0.010697663420920737,0.673790874504661,0.25454119152805177,-0.08679745228000076,0.10958000614896826,-0.23662217389390747,-0.1509347340475601,-0.1548917197008512,-0.03867647786114209,-0.04761903301421388
R_Amp_aVF,-0.019081776511789463,-0.2818568013892681,-0.10370676005828382,0.5698154417754091,-0.05161892301121376,-0.2406900256540003,0.454818030114149,-0.21676438636754894,-0.18101372352676248,0.15469706714440332
R_Amp_aVF_count,0.9999544937785183,0.002899264072656019,-0.001036634728243798,-0.001788418053263209,-0.0002918390801561353,-0.0009602268923192444,-0.0004179712385156998,-0.002704253715096844,0.002219762328461755,0.0004025668408765926
R_Amp_aVF_iqr,-0.016473458104577357,0.5957974527691762,0.26114552799322543,-0.3725839542399883,0.2524111619659438,0.14299586200214537,-0.12465904577230738,0.1811658847853474,0.10981631842078127,-0.0951295226946399
R_Amp_aVL,0.04822359098787632,-0.3506979079992791,-0.08535553096575901,0.7250803064865592,0.21530848385505874,0.11001807545094751,0.08402145783983272,0.032283335274631765,-0.13138217548882175,0.0019732081363443496
R_Amp_aVL_count,0.9999544937785181,0.0028992640726560226,-0.0010366347282438125,-0.0017884180532633505,-0.0002918390801561201,-0.0009602268923193424,-0.0004179712385155046,-0.0027042537150965165,0.0022197623284615693,0.00040256684087655207
R_Amp_aVL_iqr,-0.014458482406587902,0.7262535930377332,0.16324463523780855,-0.2975689353331004,0.1758647222280254,-0.009097460138722771,-0.15900945585587578,0.11190443760156031,0.0643856550548067,-0.06046560388964545
R_Amp_aVR,0.03121197926439349,-0.30831063408176657,-0.07437457872498254,0.3465748728020938,-0.1562863010218108,-0.12991151858719938,0.3392599194894324,0.2803983710620354,0.18699472137111695,0.04225757520623698
R_Amp_aVR_count,0.9999544937785181,0.0028992640726560235,-0.0010366347282438331,-0.0017884180532634264,-0.0002918390801562096,-0.0009602268923193709,-0.00041797123851544627,-0.0027042537150965057,0.0022197623284616608,0.0004025668408764843
R_Amp_aVR_iqr,-0.007319226748346112,0.7185967829729729,0.3102568709305039,-0.21048123499346424,0.3177973028945655,-0.021567580592620532,0.03832685875405531,-0.08119077847454641,-0.04254763199039983,0.03308146348106831
ST_Elev_I,-0.009099396473125188,-0.22203282734988292,0.05386536694524188,-0.031621669743022704,0.5341025170563609,-0.44454977324816736,-0.18042020812759052,-0.07583907249997496,0.17356398020811223,0.06560601565209287
ST_Elev_II,0.01692627557459749,-0.3794022868256223,0.496200745113063,0.14104120033576178,-0.3474855983922423,-0.1744992720503214,-0.24989063272097303,0.04901109657790255,0.10928229511706865,0.019293463731498026
ST_Elev_III,0.015753092216634738,-0.4993813347357661,0.4137721363860575,0.0662083130910261,-0.2863507233100971,-0.40002340674036674,-0.16604942659447597,0.1750539679977738,-0.10700017385784363,0.006069925679114604
ST_Elev_III_count,0.9999544937785181,0.002899264072656064,-0.0010366347282438225,-0.0017884180532633433,-0.00029183908015632294,-0.0009602268923194592,-0.0004179712385155395,-0.0027042537150965894,0.002219762328461638,0.00040256684087650285
ST_Elev_III_iqr,0.004250630594551071,0.831324388891444,0.2274985370759378,0.25239418046319156,-0.019456260334737015,0.09603230851981767,0.15231077319203445,0.04344426728280625,0.025438606612173353,-0.01045758440228811
ST_Elev_II_count,0.9999544937785181,0.002899264072656064,-0.0010366347282438721,-0.0017884180532633657,-0.0002918390801563029,-0.0009602268923194286,-0.0004179712385155162,-0.002704253715096547,0.002219762328461529,0.0004025668408764019
ST_Elev_II_iqr,0.007033678455428702,0.7686897435966418,0.22197160986840658,0.15405026695056204,0.3156776517528624,-0.18759191647834705,0.1724616226184062,0.14983077673647915,0.017607429401637145,0.04172937348343212
ST_Elev_I_count,0.9999544937785181,0.002899264072656026,-0.0010366347282438867,-0.0017884180532633104,-0.00029183908015636213,-0.0009602268923194475,-0.00041797123851545153,-0.0027042537150965733,0.0022197623284616634,0.00040256684087655955
ST_Elev_I_iqr,0.012227589963552825,0.5580732990926285,0.16963680963227357,0.0026250246178133934,-0.3617286978520637,0.45984063367192407,0.03176142741521779,-0.21519106658723522,0.03903532897483133,0.010656083793656571
ST_Elev_V1,0.01192378321339281,-0.25381178238615854,0.26603364864622064,-0.12392475678950751,0.1688967014935294,0.04990944624850549,0.25872689536515836,0.09867051410984479,-0.1876493268165521,-0.22369765613444034
ST_Elev_V1_count,0.9999544937785181,0.00289926407265599,-0.0010366347282438724,-0.001788418053263231,-0.00029183908015644545,-0.0009602268923194641,-0.00041797123851548254,-0.0027042537150965755,0.0022197623284616348,0.0004025668408765774
ST_Elev_V1_iqr,0.005480881502873786,0.6730259364563346,0.12535450982283017,0.32093909908332907,-0.16299688198209233,-0.08980852199445276,-0.060096766492857535,0.003505485236322134,0.07318664827260347,-0.18450322251295936
ST_Elev_V2,0.06265828528789077,-0.2900740106963168,0.3559416868905984,-0.05195375139411393,0.13295440676404255,0.037460419164148634,0.13901827000947847,-0.008947211725570461,-0.19070549876513623,-0.10212375697257692
ST_Elev_V2_count,0.9999544937785181,0.0028992640726559914,-0.0010366347282438995,-0.0017884180532631879,-0.0002918390801564686,-0.0009602268923195194,-0.0004179712385154712,-0.0027042537150965486,0.002219762328461599,0.00040256684087648046
ST_Elev_V2_iqr,0.009836744448303139,0.8039877605723865,0.1355439408371062,0.25727019357770603,-0.1902764385811433,-0.07921282990613444,-0.0852053383342006,-0.05093530351614097,0.030496078788406895,-0.04416508169559333
ST_Elev_V3,0.05996756434552313,-0.3135443766646004,0.40281123357337767,-0.07158564240096665,0.0913532599243189,0.02366962028093286,0.15988088050211352,0.062003465160189515,-0.1615663515065609,0.059439864983409384
ST_Elev_V3_count,0.9999544937785181,0.0028992640726559914,-0.0010366347282438706,-0.00178841805326315,-0.0002918390801565582,-0.0009602268923195324,-0.0004179712385155007,-0.002704253715096691,0.00221976232846162,0.00040256684087653933
ST_Elev_V3_iqr,0.005575490927506405,0.6640619123149705,0.09538364899064282,0.21933080912566716,-0.14643781807057038,-0.08577500271139336,-0.06311120024721947,-0.034202305056110806,0.04958027067340695,-0.03717288761674011
ST_Elev_V4,0.0333555853114066,-0.3536370966288325,0.42655756446976756,-0.04080438551747652,0.060307779930569565,-0.007612923354268033,0.09111329360776527,0.04905124431295476,-0.03383187853064674,0.053502967905317396
ST_Elev_V4_count,0.9999544937785181,0.0028992640726559914,-0.0010366347282438724,-0.0017884180532631508,-0.00029183908015654965,-0.000960226892319555,-0.0004179712385154862,-0.0027042537150967273,0.0022197623284616044,0.0004025668408765125
ST_Elev_V4_iqr,0.003026695276463806,0.7576892327484638,0.03211409685602427,0.1310380583066466,0.013808567887455603,0.0016821372850741665,0.08156836324175074,-0.009691090524899276,-0.02075095554553684,0.10438440876083194
ST_Elev_V5,0.008026999126721644,-0.3407343058016575,0.39308977473361734,-0.06107108742634377,0.14631092868412948,0.025007534093933494,0.09688266586296616,0.06782772686894234,0.03369922819958664,0.03016343004126771
ST_Elev_V5_count,0.9999544937785181,0.0028992640726560066,-0.0010366347282437921,-0.0017884180532630742,-0.00029183908015648194,-0.0009602268923194955,-0.0004179712385154573,-0.002704253715096603,0.0022197623284615584,0.0004025668408765822
ST_Elev_V5_iqr,0.0008745760189988442,0.6745035700556207,0.08802937385209592,0.20853477081323882,-0.15516986200809918,-0.050808157782784545,-0.04029093956060339,-0.06299796188706897,0.029293070469026867,-0.007040360450594411
ST_Elev_V6,-0.0036720142808582385,-0.31824026799583505,0.37821226586791673,-0.06978719944218932,0.20900647726481528,0.0529286411929457,0.1154890569668131,0.04259151125974305,0.07636298061282128,0.03323708975183088
ST_Elev_V6_count,0.9999544937785183,0.002899264072655998,-0.001036634728243835,-0.0017884180532631304,-0.0002918390801566572,-0.0009602268923196583,-0.00041797123851544096,-0.002704253715096717,0.0022197623284615085,0.000402566840876503
ST_Elev_V6_iqr,0.002802373755341927,0.7483831718007845,0.11770382757476726,0.25079733849245606,-0.20781264267828986,-0.0757813352913949,-0.07365388765758495,-0.06285929291523921,0.03895804840056441,-0.041578606161941326
ST_Elev_aVF,-0.002893594027520319,-0.40732089707272023,0.25741261028579665,-0.02829932839034127,0.4506710051423289,-0.3388503964966972,-0.14305120390931975,-0.18948315850134215,0.20577992946636986,-0.1553120320579899
ST_Elev_aVF_count,0.9999544937785181,0.0028992640726560556,-0.0010366347282438693,-0.0017884180532634257,-0.0002918390801568399,-0.0009602268923197345,-0.00041797123851515923,-0.0027042537150963873,0.002219762328461399,0.00040256684087660677
ST_Elev_aVF_iqr,0.0008830361662358636,0.8294028928891809,0.3351124614712329,0.28522595178134663,-0.13588256083031233,0.06993465004905983,0.05104562428899054,-0.0434852893148841,0.055766817879104556,-0.05394281231258841
ST_Elev_aVL,0.023208728722449883,-0.5404632925023471,0.4382682415025775,0.08066441158758358,-0.24381667680541125,-0.37372577680806623,-0.1845252892903484,0.19804318018722,-0.013776861774393885,0.02063820308607865
ST_Elev_aVL_count,0.9999544937785183,0.0028992640726559875,-0.00103663472824382,-0.0017884180532632705,-0.00029183908015671585,-0.0009602268923196378,-0.000417971238515257,-0.0027042537150965304,0.002219762328461394,0.00040256684087653245
ST_Elev_aVL_iqr,0.0019008342818032336,0.8974191230758869,0.23449321643322127,0.18991566189189224,0.04979759238902838,0.10503433335957381,0.16865212753322106,0.017282597435048345,0.027618441166546444,0.023268718013568033
ST_Elev_aVR,0.0126204077653747,-0.43951368164870724,0.28666093746789206,-0.03638603878283969,0.07779274319640324,-0.39001808765706686,-0.055285127954806876,0.0948870951805737,-0.01972633560157757,-0.3378207663253469
ST_Elev_aVR_count,0.9999544937785181,0.002899264072656041,-0.001036634728243836,-0.0017884180532633388,-0.0002918390801568108,-0.0009602268923196518,-0.00041797123851535655,-0.0027042537150966726,0.002219762328461474,0.00040256684087667735
ST_Elev_aVR_iqr,0.0017117249469846307,0.8175580124217777,0.33391387471832207,0.30466604757913746,-0.15170848736676182,0.07697507856363886,0.052412387494357844,-0.054684117372337054,0.07436193646525759,-0.06305966913973354
S_Amp_V1,-0.021505347227251188,-0.2425926364805782,0.2030704169971177,-0.1169465221913168,0.22514511217436467,0.06078091810909777,0.016261940636923242,-0.13532069033049327,0.09049087801123236,-0.18812643639948387
S_Amp_V1_count,0.9999544937785181,0.0028992640726560426,-0.0010366347282438461,-0.0017884180532632872,-0.0002918390801568501,-0.0009602268923196536,-0.0004179712385153258,-0.002704253715096599,0.0022197623284614977,0.0004025668408766575
S_Amp_V1_iqr,0.0021509759462881267,0.7031730830438696,0.1013381532920941,0.26464808125126943,-0.015192466503129554,-0.17578564956984985,-0.035041322436568406,0.057501159949354015,0.012143933659724422,-0.13401987602326898
S_Amp_V2,-0.007146727689651263,-0.16779189368133907,0.20669315235609578,-0.1260451870374088,0.2302486105055477,0.04013307170497582,-0.0015133268530405136,-0.19050637651091218,-0.01905787458483798,-0.16648298124687072
S_Amp_V2_count,0.9999544937785179,0.0028992640726560525,-0.0010366347282438088,-0.0017884180532633672,-0.00029183908015690635,-0.0009602268923197306,-0.00041797123851528717,-0.0027042537150965317,0.002219762328461545,0.00040256684087656633
S_Amp_V2_iqr,0.00015310681523365513,0.7605467915620293,0.08574959427835993,0.14920043266389965,-0.01134063182573429,-0.1858943130888453,-0.03917849186288971,0.01940380375047664,-0.016721758958186988,-0.01787636184752279
S_Amp_V3,-8.77159737751272e-05,-0.16799601732371944,0.18395707201459408,-0.20446357594620448,0.06871399864268803,-0.08782796902965999,0.10349742303528074,-0.2321406587154464,0.048780471778006027,-0.19558761853147896
S_Amp_V3_count,0.9999544937785179,0.002899264072656053,-0.0010366347282438685,-0.0017884180532633592,-0.00029183908015685496,-0.0009602268923197387,-0.00041797123851521203,-0.002704253715096404,0.002219762328461429,0.0004025668408765388
S_Amp_V3_iqr,-0.0030466024545989325,0.777435639991737,-0.032167383631264944,0.040942500422841636,0.18717297388934706,-0.0657559811307397,0.1263879222821081,0.09215828341112267,-0.025151868477834925,0.0764837060195719
T_Amp_I,-0.0700676660548153,-0.05467433352207573,0.09553778298678155,0.018143642980303146,0.321435150863551,0.015736861511540662,-0.19255199672900022,-0.3508367843437474,0.32864058668812396,0.44808444934652336
T_Amp_II,-0.05674850816007769,-0.27949766285040517,0.6128493367669401,-0.030038853083494625,-0.0865553400252799,0.05677381773906416,-0.12971755703378676,-0.11593839418521512,-0.009533908273734654,0.4266907284763722
T_Amp_III,0.006550880215981257,-0.3052104647879817,0.5652666486326535,-0.1048068110489614,-0.3048506481525062,-0.06526793034217679,-0.04085090781488521,0.08849588654057773,-0.19000253501371328,0.08393883112038514
T_Amp_III_count,0.9999544937785179,0.002899264072656102,-0.001036634728243862,-0.0017884180532634442,-0.0002918390801570238,-0.0009602268923197756,-0.00041797123851524206,-0.002704253715096453,0.0022197623284615107,0.00040256684087664694
