,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
Q_Amp_V2,-0.03139010865485181,-0.0741323700412542,0.19467029256575102,0.04971695247526294,-0.1568406088335467,0.09582567922072609,0.11973422625290492,0.007562248961341835,0.19211976425287186,0.2001580195513752
Q_Amp_V2_count,0.9865193403043798,-0.06557518206601323,0.04694702823010722,-0.138256081293773,0.013813868721467275,-0.0036964780953995086,-0.007400971677673572,-0.0010806203700870032,0.023244113437980565,-0.004951800558869123
Q_Amp_V2_iqr,0.10592185692450447,0.49401510876850885,0.09710201814916049,-0.004602301696280586,0.014757813885343614,0.014476824713094463,-0.012637625911999259,0.4114691125097836,-0.07375167421046717,0.02610840092705039
Q_Amp_V3,0.00470530075378746,0.0356214704405726,-0.1285369357699177,-0.011898495369061105,-0.008491207505804012,-0.04782820384852726,0.3202864615068454,0.0171952001821717,0.2897810478990193,0.4669223766837458
Q_Amp_V3_count,0.9865193403043796,-0.06557518206601316,0.04694702823010727,-0.13825608129377312,0.013813868721467367,-0.0036964780953995468,-0.007400971677673724,-0.0010806203700867306,0.023244113437980368,-0.004951800558869169
Q_Amp_V3_iqr,0.11032186611914925,0.49806440725822143,0.06591165215932408,-0.009062094562335206,0.012837488204328994,0.03085960511051776,0.027858447822064456,0.3607586892830277,0.015568840011676759,0.0641080487038761
Q_Amp_V4,0.03297039346495866,0.13711244408889456,-0.3957826027069059,-0.06111900524958269,0.1430352769092609,-0.12354148576849394,0.2675803461985028,0.02609305673352422,0.1770371614205501,0.28959758498090055
Q_Amp_V4_count,0.986297026737508,-0.06559356961925343,0.04681873364614588,-0.1378067143016467,0.013813338586088412,-0.003554688956808477,-0.0073600392258714046,-0.001247210612515874,0.02331794535399175,-0.0050132510722706485
Q_Amp_V4_iqr,0.07632279702366611,0.5010414860728954,0.03060916179407811,-0.023236275085741994,0.01720269103449847,0.003389229245319735,0.03164944975509193,0.16144407606028302,0.06479087632182681,0.053387116645273285
Q_Amp_V5,0.04673797680782505,0.15802542901348104,-0.4929485450975472,-0.09351962415249652,0.23488812163813222,-0.15250437727207974,0.18597816313516685,-0.021900411232332693,-0.03412062747278255,0.07392902662749239
Q_Amp_V5_count,0.986297026737508,-0.06559356961925361,0.04681873364614593,-0.13780671430164684,0.013813338586088351,-0.0035546889568085064,-0.007360039225871101,-0.0012472106125159194,0.02331794535399143,-0.005013251072270808
Q_Amp_V5_iqr,0.08291736636667821,0.41069974078106075,0.03504719467732514,-0.041182097211689195,0.03203425350445181,0.020343444347607147,-0.02998967380751752,0.2126916545958582,0.03967655584020602,-0.09537898536978834
Q_Amp_V6,0.07641606738984487,0.18607514362306554,-0.5244473951952793,-0.11628344632749577,0.21131699074404212,-0.07239767912351473,0.19248788402431502,-0.013436987363137308,-0.1376199370602476,-0.0429175818039616
Q_Amp_V6_count,0.986297026737508,-0.06559356961925353,0.04681873364614592,-0.1378067143016468,0.013813338586088375,-0.003554688956808472,-0.0073600392258712415,-0.0012472106125159552,0.02331794535399153,-0.005013251072270826
Q_Amp_V6_iqr,0.10396963089184044,0.38757213986836997,0.0040653285941002195,-0.04141896268726175,0.028553849705108665,0.03612308170141985,-0.026262037953535006,0.25335330962099595,-0.002001485659373276,-0.16953897143823485
Q_Amp_aVF,-0.012740709825664966,0.2072514247206827,-0.4624932483548396,-0.0734763777864172,0.2479521864004923,0.10785570813939431,-0.34033840970234247,-0.07602030361698427,0.08791167872905181,0.17594821189961043
Q_Amp_aVF_count,0.9865193403043796,-0.06557518206601323,0.04694702823010727,-0.13825608129377326,0.01381386872146724,-0.003696478095399622,-0.007400971677673513,-0.0010806203700869188,0.023244113437980437,-0.004951800558869199
Q_Amp_aVF_iqr,0.09499600780339641,0.6487720164438885,0.1114932062933051,-0.023692094252317927,0.10071813387629379,0.0973154398448709,0.03620189164482807,-0.3529687270111125,-5.209227517338112e-05,-0.04916245945096106
Q_Amp_aVL,0.02777217006217951,-0.00922669635539474,0.16763616869143047,0.02237359672931133,-0.15301417399932188,-0.11139353413744126,0.6321071519269134,0.014781699761754466,-0.20604242653469293,-0.25140483739730807
Q_Amp_aVL_count,0.9865193403043798,-0.06557518206601318,0.046947028230107206,-0.13825608129377323,0.013813868721467224,-0.0036964780953996396,-0.007400971677673646,-0.0010806203700869162,0.023244113437980565,-0.004951800558869098
Q_Amp_aVL_iqr,0.0908073827617671,0.5707055969022227,0.07086726192181426,-0.03051782468283627,0.06148751735737027,0.13001453449647962,0.14006276608809273,-0.25303182916562716,-0.06625546728574137,-0.15601994191047727
Q_Amp_aVR,-0.08219565799385839,-0.140968713468078,0.4175315193947647,0.08715369635132345,-0.19717874357082857,0.23306749968082385,-0.20617198792798896,0.01003035627568329,0.19075215871617052,-0.03707453946416224
Q_Amp_aVR_count,0.9865193403043798,-0.06557518206601318,0.04694702823010717,-0.1382560812937733,0.013813868721467195,-0.0036964780953996444,-0.007400971677673901,-0.0010806203700869468,0.023244113437980392,-0.00495180055886906
Q_Amp_aVR_iqr,0.13733925922078463,0.5851960126685043,0.12094591753517145,-0.006560867138341555,0.08405749566362175,0.022808183295561356,0.051527384605440464,-0.2648833408898586,-0.053975349014377304,-0.08318446562572279
RR_Mean_Global,-0.917334020374147,0.05826249016194062,-0.04955570821965749,0.1416657634251663,0.0006499003699110799,-0.012360955023313544,0.022412493047549043,0.007321288734408564,0.010503874338757793,-0.005597515842105106
RR_Mean_Global_count,0.9865193403043796,-0.06557518206601315,0.04694702823010722,-0.1382560812937733,0.013813868721467283,-0.0036964780953996777,-0.007400971677673767,-0.0010806203700868741,0.023244113437980506,-0.004951800558869194
RR_Mean_Global_iqr,-0.03153814902167026,0.33095051240985823,0.023591136200102475,0.01354570952470576,-0.09673563664859974,-0.11388497541446943,0.04775210918188344,0.01874619052716934,-0.06954998508882079,0.12800771787371776
R_Amp_I,-0.05957388838891207,0.05622331909506972,-0.14054621419302626,0.01592650912277967,-0.23688186080861012,0.42162035005104076,-0.5823509394663254,-0.038412856724204386,0.22994097343346842,0.08504210553477186
R_Amp_II,-0.08725349449141283,-0.16689733929455028,0.6362961512036095,0.12160807698051017,-0.5155628303483127,0.12207564039679361,0.08130279959528271,0.001728800391533642,0.07946027493062688,-0.06291647176094639
R_Amp_III,-0.024109110733026753,-0.18161485432929014,0.651862555446376,0.09682439219550343,-0.2706154075127591,-0.21232042246038285,0.4665012154944777,0.02310820715409096,-0.0787933576033323,-0.09207314324800016
R_Amp_III_count,0.9865193403043796,-0.06557518206601326,0.046947028230107296,-0.1382560812937734,0.013813868721467242,-0.0036964780953996673,-0.007400971677673472,-0.0010806203700869362,0.02324411343798028,-0.00495180055886932
R_Amp_III_iqr,0.08023071989872295,0.6990356583883098,0.17960917551192182,-0.005989801315372815,-0.07418725392782383,0.0024006041901945977,-0.025779460275362463,-0.2922040414133664,0.061506443113382145,0.1378368125822795
R_Amp_II_count,0.9865193403043796,-0.06557518206601326,0.04694702823010731,-0.13825608129377337,0.013813868721467289,-0.003696478095399556,-0.007400971677673549,-0.0010806203700868822,0.023244113437980232,-0.004951800558869322
R_Amp_II_iqr,0.07166146271944956,0.6806072061848415,0.1519974731670612,-0.012050735466648865,-0.030926792447226032,-0.024198396187030107,-0.035929440861479846,-0.28674258614112924,0.06737485450060811,0.12516914816864833
R_Amp_I_count,0.9865193403043796,-0.06557518206601319,0.04694702823010729,-0.13825608129377334,0.013813868721467339,-0.003696478095399542,-0.007400971677673641,-0.001080620370086971,0.02324411343798023,-0.004951800558869383
R_Amp_I_iqr,0.070586420577047,0.5927386435244124,0.0955385789634546,-0.01940480630746432,-0.02992448659563868,0.03374438707178046,-0.08237491011824612,-0.23814220996093963,0.05777174851407536,0.06595230799220958
R_Amp_V1,-0.006014182503161462,-0.021684346543789833,0.09469250008707833,0.012399461228078465,0.35353985661383336,-0.6516013222166886,-0.17019686316438193,-0.01153794736596213,-0.27149713715093643,-0.05045897951253674
R_Amp_V1_count,0.9865193403043796,-0.06557518206601314,0.04694702823010727,-0.1382560812937733,0.013813868721467367,-0.0036964780953995732,-0.007400971677673761,-0.001080620370087005,0.0232441134379803,-0.00495180055886939
R_Amp_V1_iqr,0.0905367154869729,0.5302174865050642,0.12364129831561795,0.0029222028657511956,-0.0339562467709575,0.019123356761860066,-0.016548086118307857,0.37736455134054403,-0.004370262231055527,0.08654169977715956
R_Amp_V2,-0.05207379497660806,-0.008434860906837283,0.08981930516482335,0.0326983952434258,0.15292425598233114,-0.3919363415430355,-0.5698585055286411,-0.027269382310092613,-0.28204000415739067,-0.2860386302432836
R_Amp_V2_count,0.9865193403043796,-0.06557518206601315,0.04694702823010723,-0.13825608129377334,0.013813868721467382,-0.003696478095399678,-0.007400971677673859,-0.0010806203700868715,0.023244113437980336,-0.004951800558869368
R_Amp_V2_iqr,0.1008623595875576,0.5874862413226678,0.10662511628550617,-0.016074123506015857,-0.04723284908215511,-0.011796419255947033,0.016883845345341028,0.30121550078906967,-0.0178861578954459,0.15970655708097173
R_Amp_V3,-0.11040391409781619,-0.10160521053365962,0.3537099648865216,0.08452025931698913,-0.08919076016281677,-0.13142809055718116,-0.5647158531424632,-0.022950735101931543,-0.27598573097936663,-0.435456634080095
R_Amp_V3_count,0.9865193403043794,-0.06557518206601315,0.046947028230107254,-0.13825608129377348,0.013813868721467405,-0.0036964780953997753,-0.007400971677673751,-0.0010806203700868624,0.023244113437980385,-0.004951800558869379
R_Amp_V3_iqr,0.09724334878011638,0.6014928819243542,0.0985372148934854,-0.021732422854043507,-0.06447883216207027,0.010870147726897256,-0.02199271117817784,0.2571744955608558,0.0057898713132307125,0.13567088539775995
R_Amp_V4,-0.13408195115404117,-0.1517886128349582,0.5034761610484432,0.11656335165875167,-0.32052561968846766,0.07482733716611117,-0.37886835973168875,-0.012137389395803784,-0.116324588048709,-0.2127021076857569
R_Amp_V4_count,0.986297026737508,-0.06559356961925347,0.04681873364614572,-0.13780671430164693,0.013813338586088427,-0.003554688956808531,-0.007360039225871341,-0.0012472106125158743,0.023317945353991787,-0.005013251072270842
R_Amp_V4_iqr,0.07207178323974414,0.5159044442425048,0.07140540231386618,-0.005420944268100764,-0.06100596743000765,0.032746016899818334,-0.05559432786197729,0.16572239165896685,0.04555968819840733,0.0906004935898755
R_Amp_V5,-0.10423674068587456,-0.11751392460627332,0.4178098916892329,0.12065228826323146,-0.4868576673040767,0.2563831282580553,-0.18710940239633614,0.006166377529172355,0.0596050727163469,0.01194048859496
R_Amp_V5_count,0.986297026737508,-0.0655935696192534,0.04681873364614577,-0.13780671430164695,0.013813338586088337,-0.003554688956808529,-0.007360039225871355,-0.0012472106125159285,0.023317945353991808,-0.005013251072270759
R_Amp_V5_iqr,0.0864783029045983,0.4854747674260861,0.06488701329247262,-0.033683822529559315,-0.034327079449457565,0.010482637808665408,-0.07845403135180937,0.15889230484940148,0.07007579480717557,0.00797031161408229
R_Amp_V6,-0.08651403070761296,-0.056900043486946834,0.3756514130177237,0.10188495832984847,-0.4842204471972925,0.31047873563202927,-0.08700288876754332,0.03738909987249792,0.1444027226335648,0.05553512191033116
R_Amp_V6_count,0.9862970267375079,-0.06559356961925321,0.0468187336461459,-0.1378067143016468,0.013813338586088344,-0.003554688956808531,-0.0073600392258714314,-0.0012472106125159328,0.02331794535399181,-0.005013251072270708
R_Amp_V6_iqr,0.10425424571432398,0.49726808142433004,0.0543319973616243,-0.03950455348433523,-0.005140503845704675,-0.008152360422235105,-0.09895343120866917,0.20248504605008125,0.040634074146597,-0.05685763590742159
R_Amp_aVF,-0.056526637643114455,-0.19245441779631617,0.6944985713947535,0.11436295660099467,-0.4095591212236964,-0.08778202985611855,0.3218866549934743,0.018540342135350746,-0.008540541053747666,-0.08368346997472291
R_Amp_aVF_count,0.9865193403043798,-0.06557518206601322,0.046947028230107275,-0.1382560812937734,0.013813868721467408,-0.003696478095399705,-0.00740097167767393,-0.0010806203700866835,0.02324411343798051,-0.0049518005588693225
R_Amp_aVF_iqr,0.07598479742892605,0.7149419494732642,0.18764526598608564,-0.011094521834679938,-0.0680417868572554,-0.017682008307477976,-0.035219068514269244,-0.2991028272134634,0.07201433177823578,0.1485614706578584
R_Amp_aVL,0.00013760026235044718,0.13106430034971275,-0.5044725940028187,-0.061010082109769395,0.0785123351752945,0.31995187470520037,-0.5831591772469226,-0.021699667401809564,0.1412624818846038,0.09787605098637693
R_Amp_aVL_count,0.9865193403043798,-0.06557518206601325,0.04694702823010725,-0.13825608129377356,0.013813868721467419,-0.003696478095399842,-0.0074009716776740776,-0.0010806203700866057,0.02324411343798046,-0.004951800558869348
R_Amp_aVL_iqr,0.06847696127109491,0.6534081229495913,0.15035536153795417,-0.005288854075672009,-0.08562806874944175,0.02129556040560692,-0.03995239671102788,-0.27161417707792673,0.06366927962258422,0.11069916283461574
R_Amp_aVR,0.1191525471951486,0.04536038222683688,-0.3572483156508673,-0.09850223954076616,0.4907239227013321,-0.35763812518490606,0.28039094250917784,0.04466185121341699,-0.2195440593806994,-0.0166971479766409
R_Amp_aVR_count,0.9865193403043799,-0.06557518206601325,0.046947028230107254,-0.13825608129377348,0.01381386872146737,-0.003696478095399736,-0.0074009716776739605,-0.0010806203700867176,0.023244113437980416,-0.004951800558869406
R_Amp_aVR_iqr,0.07834797306334725,0.609008133694741,0.12249686996302576,-0.02217368177145827,-0.00041375043205291607,-0.005596299711715761,-0.06965995716217596,-0.23947728259908652,0.05328063252776953,0.07563112669072396
ST_Elev_I,-0.22571715285971936,-0.07133819264579,0.3690791137440548,0.09298531526492801,0.27704486846137966,-0.2515113696490185,0.0713552510740787,0.033719740993749865,0.38309842182619147,-0.1528908526707527
ST_Elev_II,-0.23135176079322087,0.004284481634395651,0.12459585469524372,0.04183201204979377,0.4931040188044164,-0.048409506243778676,-0.04684374373823542,0.03120158772466953,0.4196156614083273,-0.29156197797971284
ST_Elev_III,-0.04801738156718735,0.11259327789920469,-0.3015582998299954,-0.054462410184923954,0.20802182678403172,0.19002905809752668,-0.09155361415990619,0.00983786645848541,0.09145476470745025,-0.21528887567335658
ST_Elev_III_count,0.7118991419017843,-0.006588267640955722,-0.08091155623955504,0.6896823245214382,0.05912840961722795,0.04843625768670359,0.008464162548709585,-0.007638054982562653,-0.01583727393539505,0.00611955161062864
ST_Elev_III_iqr,0.10936907044973132,0.14585174689595273,-0.037620049720136196,0.13763050146224795,-0.10354112908356233,-0.1514988300134832,-0.01680518991079352,-0.07273842008127301,0.052623778412333434,0.03653654185659726
ST_Elev_II_count,0.7118991419017842,-0.006588267640955791,-0.08091155623955502,0.6896823245214381,0.05912840961722807,0.04843625768670371,0.008464162548709585,-0.007638054982562844,-0.015837273935395114,0.006119551610628483
ST_Elev_II_iqr,0.12398940506747781,0.22599123758405598,-0.2903024852979418,0.12428167894330575,-0.21699813972721838,-0.20181150454225205,0.007419497865618047,-0.041930044684352,0.07410147221639721,-0.04106853158720435
ST_Elev_I_count,0.7118991419017842,-0.00658826764095579,-0.08091155623955501,0.6896823245214381,0.059128409617228095,0.048436257686703774,0.00846416254870952,-0.0076380549825628245,-0.015837273935395156,0.006119551610628442
ST_Elev_I_iqr,0.11263930727594831,0.16206853212075034,-0.2533276131526504,0.13215631748860782,-0.17695046852062593,-0.19646226284847854,0.07055339559412371,-0.013156409995224999,0.05239434158489762,-0.10404206618612614
ST_Elev_V1,-0.1382259162077203,-0.008402866704521571,-0.13819076309357822,-0.0031988753809647523,-0.18154746707892366,0.31897431554457883,0.0950312372432256,0.03454635929656429,0.18084518813583414,0.02528955609785292
ST_Elev_V1_count,0.7118991419017842,-0.006588267640955807,-0.080911556239555,0.6896823245214381,0.059128409617227984,0.04843625768670361,0.008464162548709549,-0.007638054982562846,-0.01583727393539519,0.006119551610628486
ST_Elev_V1_iqr,0.14578292461007966,0.15929139643131057,-0.0020738338950484574,0.13278567035393912,-0.006028147716091528,-0.16181580630506873,-0.04060980267309349,0.11252303977460221,0.06095473845071834,0.007928340200425578
ST_Elev_V2,-0.24849569096096163,-0.020258273951187535,-0.0044103176705479466,0.0798909546989277,0.014022036999479211,0.12709039342553213,0.21703520912568736,0.050106558248357955,0.4781114175487127,-0.0996309785455108
ST_Elev_V2_count,0.7118991419017842,-0.006588267640955807,-0.080911556239555,0.6896823245214381,0.05912840961722802,0.0484362576867036,0.008464162548709537,-0.007638054982562827,-0.01583727393539518,0.00611955161062847
ST_Elev_V2_iqr,0.1386302724532278,0.20275684682554043,-0.09647679967076397,0.12104605670418273,-0.0814422466124255,-0.2923946674130148,-0.06168870431240477,0.06752923385416482,-0.0853243517803448,0.039626435227329136
ST_Elev_V3,-0.24871216089935155,-0.0034697638674269855,-0.012218760875278305,0.06725875164833071,0.13714303993681437,0.11506992878640221,0.22417688824858747,0.05396105639508752,0.5332592977290014,-0.14964603924804196
ST_Elev_V3_count,0.7118991419017842,-0.006588267640955801,-0.08091155623955498,0.6896823245214382,0.059128409617227956,0.0484362576867036,0.008464162548709632,-0.007638054982562817,-0.01583727393539523,0.0061195516106284644
ST_Elev_V3_iqr,0.13444871190892585,0.21492712930391575,-0.1438253357560066,0.11424791119108652,-0.13765550523420927,-0.2699226889601934,-0.06399306672637702,0.07169238969999915,-0.05621873789835606,0.01980314109540193
ST_Elev_V4,-0.222809487413394,0.011331261139554299,0.07495097079683234,0.05637048430442464,0.3156032698330359,0.06140930034477624,0.17611741372331796,0.058843080883561334,0.5480910183126976,-0.21195774716379873
ST_Elev_V4_count,0.7118991419017842,-0.006588267640955877,-0.08091155623955497,0.6896823245214381,0.05912840961722797,0.04843625768670365,0.00846416254870968,-0.007638054982562874,-0.01583727393539517,0.0061195516106284506
ST_Elev_V4_iqr,0.1433401360092252,0.22923240019573815,-0.2242369910752154,0.12041283972808346,-0.1895241075698305,-0.2383011184064587,-0.05425880328388228,0.05844080184119712,0.006115052676931362,-0.031931876863845535
ST_Elev_V5,-0.24196476936165473,-0.018910742310208974,0.23470218760103115,0.059601002894244706,0.45153873262206257,-0.10102931290279314,0.03576417828058804,0.052199856797265465,0.504609017807557,-0.2428181263136882
ST_Elev_V5_count,0.7118991419017842,-0.006588267640955887,-0.08091155623955502,0.6896823245214382,0.05912840961722803,0.04843625768670361,0.008464162548709667,-0.007638054982562798,-0.015837273935395264,0.006119551610628492
ST_Elev_V5_iqr,0.15610750048065575,0.2460240692416213,-0.25182227654372585,0.1199314381430731,-0.1753178020184605,-0.2082405658111007,-0.03371475331827452,0.07583157455135847,0.07242115570204913,-0.08637508366851648
ST_Elev_V6,-0.2424488530904685,-0.020759107808909695,0.27923181211395715,0.04398818007567768,0.46155093510414313,-0.16185355920950156,-0.028627825305762633,0.0384378645944765,0.4292354099378795,-0.24527704331828976
ST_Elev_V6_count,0.711899141901784,-0.006588267640955834,-0.080911556239555,0.6896823245214382,0.05912840961722799,0.04843625768670367,0.008464162548709634,-0.007638054982562749,-0.015837273935395194,0.006119551610628484
ST_Elev_V6_iqr,0.15491302490864106,0.2284403299716408,-0.2602798856591506,0.12207588033594204,-0.1702567044099965,-0.21422388557363853,-0.046746490336035874,0.09481336853655356,0.08400567700228001,-0.11575876784518832
ST_Elev_aVF,-0.16469005927060607,0.0708693445230753,-0.059972921281427435,-0.0026692159928104653,0.4128666739314239,0.09811912451635255,-0.06857552068447846,0.025788883269523073,0.29042129610183975,-0.2933752431435395
ST_Elev_aVF_count,0.711899141901784,-0.006588267640955796,-0.08091155623955489,0.689682324521438,0.059128409617228,0.04843625768670374,0.008464162548709629,-0.007638054982562857,-0.015837273935395177,0.006119551610628483
ST_Elev_aVF_iqr,0.11121142759455414,0.20400823865694118,-0.18026580196022118,0.13839792546821228,-0.1700493640260264,-0.2188941620176453,-0.037009018960156556,-0.053569103674331695,0.1025782188681747,0.02206803781145588
ST_Elev_aVL,-0.11401828271537635,-0.11275147383376759,0.41461985380745076,0.09749937758937308,0.0698550580014501,-0.25954541403163645,0.12837156681647038,0.02493452034910279,0.20173468496309432,0.012588393245074067
ST_Elev_aVL_count,0.7118991419017842,-0.006588267640955862,-0.08091155623955495,0.6896823245214381,0.05912840961722798,0.048436257686703676,0.008464162548709627,-0.007638054982562956,-0.0158372739353952,0.006119551610628443
ST_Elev_aVL_iqr,0.1079502136468637,0.14299235114595377,-0.08954515082322748,0.13575709970433048,-0.13173231704558697,-0.1586716311297091,0.0827667593130761,-0.048873203059596165,0.02352051679674355,-0.059359483630216245
ST_Elev_aVR,0.20219560563725433,0.04608200706993971,-0.31608182893612685,-0.02096715506411453,-0.46021757078533493,0.16603083866717136,0.04577937304540687,-0.022522109888683466,-0.29594031309117264,0.18364414739840174
ST_Elev_aVR_count,0.7118991419017842,-0.006588267640955826,-0.08091155623955487,0.6896823245214381,0.05912840961722801,0.04843625768670388,0.00846416254870979,-0.007638054982562948,-0.01583727393539524,0.006119551610628438
ST_Elev_aVR_iqr,0.19821162355730504,0.20982893643300854,-0.29168770136717737,0.09674925292805936,-0.19505941493482254,-0.1623385489110419,0.03619407671496151,-0.021546369351253356,0.023431626011741473,-0.0859907812704885
S_Amp_V1,-0.007554797038260203,-0.08512860025906564,0.2673514057106593,0.06361109148953875,-0.004413115154830205,-0.2703011942977801,-0.2361591138489617,0.03611885878011374,0.18378080986810366,0.29932776316397575
S_Amp_V1_count,0.9865193403043796,-0.06557518206601327,0.04694702823010689,-0.13825608129377379,0.013813868721467462,-0.003696478095399681,-0.007400971677673569,-0.0010806203700863756,0.023244113437980284,-0.00495180055886939
S_Amp_V1_iqr,0.09147106777525196,0.43242401205561887,0.07122085916801958,-0.0038397868607998697,0.04363728246962595,0.05251663883204711,-0.0023428627265067773,0.4718371849624898,-0.04515883112972514,-0.029679578617534057
S_Amp_V2,-0.00646258371430412,-0.07175284458430983,0.12282576171154345,0.03286082778195865,0.0013352199741885945,-0.2340366902856816,0.11687659919083268,0.004262741727562153,0.2780033416574331,0.4097590477438406
S_Amp_V2_count,0.9865193403043796,-0.06557518206601325,0.0469470282301069,-0.13825608129377376,0.013813868721467507,-0.0036964780953997116,-0.007400971677673724,-0.001080620370086333,0.023244113437980232,-0.004951800558869453
S_Amp_V2_iqr,0.10363223545257,0.4956923322823015,0.07293215651639011,-0.004684389348389607,0.030705803862197577,0.007925627817279514,-0.00592498645882011,0.4489608969845557,-0.11458647984617246,-0.01316561040716804
S_Amp_V3,0.027092742021997563,0.010353833838057384,-0.1593539733816909,-0.033224542837657474,0.07882718215836043,-0.2560573908854396,0.2345376277128921,-0.004862590219328229,0.27288003427395546,0.42606884047751004
S_Amp_V3_count,0.9865193403043796,-0.06557518206601337,0.04694702823010697,-0.1382560812937738,0.01381386872146738,-0.003696478095399805,-0.007400971677673597,-0.0010806203700864485,0.023244113437980274,-0.004951800558869428
S_Amp_V3_iqr,0.11655451578921824,0.49677541391868446,0.07822560602244573,-0.0033971238766532163,-0.0011453297825687035,0.03634404106035373,-0.009717424734711063,0.41063912646597744,-0.06263691445422487,-0.024160871080703267
T_Amp_I,-0.18103522122899635,-0.15174218423316035,0.5586368272148012,0.09764200214408167,0.34592479105698853,-0.13324096482295034,-0.13440394688247517,-0.02188290708965431,-0.13628353659480663,0.3132746902752741
T_Amp_II,-0.14635544560020036,-0.09160723666875625,0.321751446030732,0.026592908195297586,0.6014169136999659,0.2788288072030568,-0.026476952272923394,-0.0012000747012478423,-0.2740136134183556,0.07581666030546125
T_Amp_III,0.07084809398039477,0.08017114677614653,-0.24831923131554312,-0.08084978587022033,0.28710301871232774,0.4396580907369421,0.06445800301841718,0.003695724354048402,-0.14357914534518804,-0.2328743005419062
T_Amp_III_count,0.9865193403043796,-0.06557518206601332,0.0469470282301071,-0.1382560812937738,0.013813868721467499,-0.003696478095399772,-0.007400971677673585,-0.0010806203700864314,0.023244113437980087,-0.00495180055886958
T_Amp_III_iqr,0.11074297512526582,0.7188102438533355,0.2201517820343534,-0.006057507233349002,0.02435192497169486,3.717569394964411e-05,0.0292015914313076,-0.3080552440329313,-0.001843121830031014,-0.016792199796420357
T_Amp_II_count,0.9865193403043796,-0.06557518206601332,0.0469470282301071,-0.1382560812937738,0.013813868721467455,-0.003696478095399757,-0.007400971677673592,-0.0010806203700863919,0.023244113437980073,-0.004951800558869501
T_Amp_II_iqr,0.10995223652509382,0.7082781519450901,0.21273415631585524,0.0032081844826994353,0.034266570672864274,-0.02425176295857118,0.031156462992888684,-0.2990057075454244,0.007200261694508611,-0.021231985609920994
