Dataset,Feature,Mean,Median,SD,Min,Max,IQR,MAD,Variance,Skewness,Kurtosis,p01,p05,p25,p50,p75,p95,p99
MIMIC-IV,Q_Amp_I_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_I_iqr,0.02964993068796175,0.01820910923248155,0.18374985869619712,7.02661623536175e-06,95.3417973735544,0.0163319607646602,0.007211927532047699,0.03376401057087241,385.94449401352443,186333.53358669963,0.004836300245376345,0.007131525253566125,0.012205747390557475,0.01820910923248155,0.028537708155217674,0.06889623333271218,0.24318362297930232
MIMIC-IV,Q_Amp_V1,0.09451827124544823,0.08416769266132795,0.2774378980775833,-19.715452466595,49.2451549039431,0.12637143270568119,0.06033735878170221,0.0769717872897075,13.608993131722748,3412.2292154959578,-0.41451446313868,-0.14935534975671574,0.03147432870971907,0.08416769266132795,0.15784576141540024,0.3313354505877275,0.5530134612999554
MIMIC-IV,Q_Amp_V1_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_V1_iqr,0.03555145225833273,0.019542474638651552,0.31358458109998044,3.12229230398402e-08,102.246933317706,0.020849383140156923,0.0086161984402169,0.09833528950365023,216.8590121567657,59124.29046628834,0.004853068739610465,0.00720312831931135,0.012566400570164251,0.019542474638651552,0.033415783710321174,0.09009219542069152,0.26854000195125527
MIMIC-IV,Q_Amp_V2,0.22699547385804772,0.174934236053953,0.3497748813762609,-22.4734120900578,49.7577734491145,0.312521786930882,0.1497791129410747,0.12234246764177736,9.917678930654064,1420.2898114043137,-0.30177041669238386,-0.07886777314949109,0.04311298973878445,0.174934236053953,0.3556347766696665,0.7287524733605025,1.107766410698425
MIMIC-IV,Q_Amp_V2_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_V2_iqr,0.049804685095206094,0.0295059037708295,0.29212019898789104,0.0,102.246933317706,0.03226265866199825,0.013912490188434901,0.08533421065672506,229.5755402459805,70171.80213189637,0.006156196695686515,0.00941333143928505,0.0179784440228125,0.0295059037708295,0.05024110268481075,0.12639355129430602,0.372355458826481
MIMIC-IV,Q_Amp_V3,0.22803163583560035,0.1669488438263285,0.3755304938439182,-17.7951462367348,49.271096901991,0.4079540477804648,0.19086398557179884,0.14102315180665706,9.104519325627605,1088.0162986353832,-0.2897523225606917,-0.09572220472388218,-0.014042244451280776,0.1669488438263285,0.393911803329184,0.8067656890025152,1.209090953530236
MIMIC-IV,Q_Amp_V3_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_V3_iqr,0.054087179822540236,0.02963715926867435,0.3412008759878848,2.52645461549328e-05,102.246933317706,0.0365875743728688,0.01525269815064105,0.11641803777489994,179.2132847440013,43301.75425896166,0.00585528363570209,0.0088608090449497,0.01701871154970085,0.02963715926867435,0.05360628592256965,0.14121979808253973,0.4322457811978327
MIMIC-IV,Q_Amp_V4,0.12231987872652307,-0.01148258359606515,0.3702356147492644,-15.0243366275489,49.7273648343025,0.2884008146265203,0.07029804518815616,0.13707441042876575,11.81248743763062,1271.252332976169,-0.27538274216618364,-0.1350187696119985,-0.052646348048163275,-0.01148258359606515,0.23575446657835702,0.7458889970288562,1.1912673261391848
MIMIC-IV,Q_Amp_V4_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_V4_iqr,0.05181957329289549,0.0241543540332984,0.3730248277780506,2.45941659868032e-08,102.246933317706,0.03220302716677645,0.012230048704276351,0.13914752213884435,158.21562642347166,33962.692454106036,0.005386845436417845,0.0080033674554757,0.01435851371430385,0.0241543540332984,0.0465615408810803,0.13882290000796502,0.47874589866607875
MIMIC-IV,Q_Amp_V5,0.025962734071935608,-0.0329375209100814,0.30361584341477577,-17.6760441383151,48.3396994921983,0.07921448473499651,0.039335994622891654,0.09218258037246564,19.39608721919928,2836.0769892795797,-0.28546937304340864,-0.16158715818127425,-0.07135226068954918,-0.0329375209100814,0.007862224045447326,0.5111119700688033,0.938398378519653
MIMIC-IV,Q_Amp_V5_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_V5_iqr,0.04235159847956977,0.019885398843299852,0.3378139786362119,2.04981661913201e-05,102.246933317706,0.022202212647063204,0.008818067882975351,0.114118284162027,191.12073186601177,47903.68456928267,0.005030377008681545,0.007431868238826225,0.012792192203881749,0.019885398843299852,0.03499440485094495,0.1113178414468915,0.4323030588765791
MIMIC-IV,Q_Amp_V6,-0.016222036474407363,-0.040850454436140146,0.2707175616197564,-19.4198915708086,49.1042597362804,0.07106832042617975,0.03517674422545225,0.0732879981693466,26.934314690063054,4827.193888213958,-0.26605682761871957,-0.16384899884666224,-0.07950781652873637,-0.040850454436140146,-0.008439496102556624,0.2932547261464332,0.6507594325380441
MIMIC-IV,Q_Amp_V6_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_V6_iqr,0.03602821752088465,0.017589446056778202,0.3224231546363937,6.93907632600884e-08,102.246933317706,0.017489854563034573,0.007256195727032052,0.10395669064568386,199.90498419097986,52162.34936814955,0.00468471366005171,0.006911832944287349,0.011716309897283051,0.017589446056778202,0.029206164460317624,0.09020055719587727,0.361774550429842
MIMIC-IV,Q_Amp_aVF,-0.01646960111140059,-0.02844460426127545,0.16707839384645054,-14.9357592920861,29.9961855274831,0.07906382697970803,0.0394279847764605,0.027915189690309646,42.33366212334494,7268.331210825339,-0.2834902547578019,-0.1738620026308175,-0.07448844173764968,-0.02844460426127545,0.00457538524205835,0.21756164001969225,0.455894362146721
MIMIC-IV,Q_Amp_aVF_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_aVF_iqr,0.03443909071749067,0.0201002264283438,0.2790167437705433,0.0005136497952769,101.635010381292,0.018494912405853298,0.00808093284863665,0.07785034330431703,277.8236230801842,89094.36322500632,0.0052885357421436395,0.007814121815336075,0.01340950575135165,0.0201002264283438,0.03190441815720495,0.08461593983435803,0.29809115627063953
MIMIC-IV,Q_Amp_aVL,0.013060251604047841,-0.0130286413896636,0.17255812649613436,-11.0905640201209,30.5266189822415,0.12318490000542127,0.055764198197039754,0.029776307019855904,32.34840390532892,5221.918972761618,-0.3224901326726878,-0.15684126706575377,-0.055508790794554425,-0.0130286413896636,0.06767610921086685,0.2641578086159463,0.47113857187573094
MIMIC-IV,Q_Amp_aVL_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_aVL_iqr,0.039130388628939736,0.022815796327011,0.26253299746840936,0.0009115697216182,102.520926583965,0.024461128070128874,0.010195726226719548,0.06892357475974782,308.42039841737767,110173.67418011614,0.005548809819533915,0.008223928627712825,0.0144927452564347,0.022815796327011,0.038953873326563575,0.103443626897278,0.30644320764643773
MIMIC-IV,Q_Amp_aVR,0.036700153697536896,0.0419256929462547,0.1241410545477164,-8.13233146161243,30.3192649408771,0.053890895337877054,0.0268852810020487,0.015411001424219098,92.22792705653173,19746.102722809304,-0.28382885989012346,-0.08802656081533056,0.0158842974670433,0.0419256929462547,0.06977519280492035,0.12729253153843123,0.19345444899305222
MIMIC-IV,Q_Amp_aVR_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,Q_Amp_aVR_iqr,0.02418309569537124,0.01474876247739455,0.2709310176286149,0.0008419328709012,102.540524076993,0.014033354656472851,0.0060713225992085,0.07340361631327684,307.3845623436702,104152.60947920066,0.003790680039000775,0.005624592860744275,0.0097381738664817,0.01474876247739455,0.02377152852295455,0.057109669802576105,0.1803316599559495
MIMIC-IV,RR_Mean_Global,778.6511430759974,762.153846153846,198.00341175521177,262.315789473684,5968.0,261.647727272727,130.02797202797206,39205.35106670393,0.8243867917855903,4.016698810360874,412.1178333333332,487.047619047619,637.625,762.153846153846,899.272727272727,1116.88888888889,1331.0
MIMIC-IV,RR_Mean_Global_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,RR_Mean_Global_iqr,58.48160369717705,18.5,104.85623364469123,0.0,5849.0,48.0,13.5,10994.829734150077,5.721285976385512,107.91059450170485,2.0,2.0,8.0,18.5,56.0,260.0,487.5
MIMIC-IV,R_Amp_I,0.6115625581418381,0.632099656967935,1.205266337834071,-180.326434563254,14.9801503633428,0.46295367025223033,0.230174370035743,1.452666945115953,-61.293955282836734,5203.454036018587,-0.592587666022029,-0.22393783827393948,0.4143783495249205,0.632099656967935,0.8773320197771508,1.3013470845621524,1.6700619084026076
MIMIC-IV,R_Amp_II,0.3612730885629993,0.46345626217515346,0.8697776933278895,-180.265249571577,35.5051823526356,0.5367911540760455,0.2598265531512015,0.7565132358107841,-62.36863324049171,8564.93945641366,-1.1396995375048353,-0.6459025870119403,0.169320931086143,0.46345626217515346,0.7061120851621885,1.1369942074544375,1.5220645874102983
MIMIC-IV,R_Amp_III,-0.2756994227223134,-0.304503579207556,1.363784875640751,-151.034366989887,35.5816796338226,0.8773465584998907,0.439805401393795,1.8599091870264586,-44.86216956834142,2985.60215254089,-1.899646420854896,-1.26988803674512,-0.6334865250510382,-0.304503579207556,0.2438600334488525,0.7275939968125335,1.1493734355495016
MIMIC-IV,R_Amp_III_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_III_iqr,0.10321850735787254,0.060447227880692345,0.7597422393858211,0.0007518739252617,138.057866919206,0.05996229587057965,0.027498061969896147,0.5772082703069822,85.30416784319252,10248.225267846028,0.011002709617712022,0.0179837970811599,0.036982261437455574,0.060447227880692345,0.09694455730803522,0.201412302023437,0.7728233446920418
MIMIC-IV,R_Amp_II_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_II_iqr,0.06436392701759422,0.0374826281209815,0.531028403858807,1.84046170266199e-06,137.372496896563,0.03484179842963141,0.015880807242920902,0.2819911657048323,166.97707955411144,35624.68402983575,0.00807291201221364,0.012688961532708477,0.023998216569977023,0.0374826281209815,0.05884001499960843,0.1266796113404805,0.6194767125716167
MIMIC-IV,R_Amp_I_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_I_iqr,0.07035878565544959,0.04459975006917035,0.6091059492270093,8.56346778533403e-06,138.527889167757,0.039763128039624125,0.0185601375789192,0.37101005738373605,105.68169507759399,16928.32586108226,0.00902246646320255,0.014593830672709225,0.028583590934446422,0.04459975006917035,0.06834671897407055,0.13297055417807002,0.402836086488411
MIMIC-IV,R_Amp_V1,-0.6558470015543423,-0.6555406393163085,0.8692855451850334,-178.994950243686,53.3333749344698,0.5445871575690837,0.2695679745848495,0.7556573590676409,-37.32636239592783,5518.975233493215,-2.2599032754728756,-1.5759130000931374,-0.950842261174267,-0.6555406393163085,-0.40625510360518324,0.5713063420347297,1.0944815337496272
MIMIC-IV,R_Amp_V1_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_V1_iqr,0.08122171746255309,0.04777399845531565,0.5937362000725943,3.2909979214218e-08,156.277952046647,0.05415205038671187,0.023913417585164052,0.35252267527664377,177.52631978608022,39185.56539910961,0.008032963549066114,0.013108300330727124,0.027704468412618276,0.04777399845531565,0.08185651879933015,0.1859298840231035,0.6254933059042377
MIMIC-IV,R_Amp_V2,-0.788381505820484,-0.8246992035327025,1.2231990148353646,-162.447316362212,28.4011260578038,0.8444036967370734,0.42178856324490743,1.4962158298942065,-24.684290135458564,2084.6985962359217,-3.2544326453697057,-2.222943376390205,-1.26950211506104,-0.8246992035327025,-0.4250984183239665,0.9239532512148549,1.5819283428218367
MIMIC-IV,R_Amp_V2_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_V2_iqr,0.11151449943204975,0.0643537961943666,0.6914681981059483,0.0,153.71761363063,0.06952935374964558,0.031176561517569847,0.4781282689918869,118.74228049978521,19399.257329650256,0.010453130638931385,0.017701971992003976,0.03810031019530967,0.0643537961943666,0.10762966394495525,0.24387672918583025,0.9422286812784978
MIMIC-IV,R_Amp_V3,-0.4944512572055457,-0.6853823611387955,1.3423156373837644,-162.461100456034,27.558824532946,1.6397151878353111,0.6232105330550145,1.8018112703649813,-19.21035964143616,1595.626129037452,-3.201440190401821,-2.12081644493846,-1.1544146188168225,-0.6853823611387955,0.4853005690184885,1.335970435733465,2.0265682783890258
MIMIC-IV,R_Amp_V3_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_V3_iqr,0.10910550613762014,0.06119305954585745,0.6833542781632851,5.37568463374158e-06,174.51048625177,0.06683970126333898,0.029639905691369,0.46697306948406436,143.51047147944072,28293.140667777636,0.010637552612944716,0.0174248047114317,0.03636112535348428,0.06119305954585745,0.10320082661682325,0.2428597577092625,0.9829029638750633
MIMIC-IV,R_Amp_V4,0.2693502460092723,0.5569109619056455,1.2780420617311572,-162.139626751727,28.7651160169629,1.6963320188693678,0.8389479013816539,1.6333915115540272,-15.571824668408524,1255.9063897702174,-2.246355105147872,-1.4250263282372324,-0.6391254284537152,0.5569109619056455,1.0572065904156527,1.824022667240905,2.5399451222948297
MIMIC-IV,R_Amp_V4_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_V4_iqr,0.10954362162559532,0.06404149818342281,0.7110794389457147,9.66948610833524e-09,156.635159984442,0.0678671118206749,0.030642161220209557,0.5056339684913524,126.46913410442494,21195.934771654334,0.010909744307155895,0.018034930635877123,0.03812340136962785,0.06404149818342281,0.10599051319030275,0.23941776712807175,0.9188765202085183
MIMIC-IV,R_Amp_V5,0.6369350299982524,0.7590979251922365,1.0367058607848396,-162.163575422671,38.433557594827,0.7938139115582555,0.39380607664524847,1.0747590417856352,-24.428878981463022,2612.5553743618543,-1.468459162204203,-0.8723649895809049,0.34549036569876945,0.7590979251922365,1.139304277257025,1.8266891443258202,2.5119655820870186
MIMIC-IV,R_Amp_V5_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_V5_iqr,0.09579727807198817,0.05836541087904715,0.6081746743102524,1.77538488060548e-05,158.617367227864,0.060839494625660975,0.027589383056737297,0.36987643447238155,157.99240370302,32142.704773249094,0.010026489704062025,0.016642483823337474,0.03494744461746012,0.05836541087904715,0.0957869392431211,0.21014050582819427,0.7760192640463738
MIMIC-IV,R_Amp_V6,0.6538762236563967,0.695355660187913,0.8493695032456915,-162.663561832231,25.2759067052495,0.5753332101778538,0.2870438636685174,0.7214285530438327,-40.34792035749566,5552.74011571433,-1.03618037372305,-0.5257924706691975,0.4209409519153088,0.695355660187913,0.9962741620931626,1.5611615069857674,2.1540717446722333
MIMIC-IV,R_Amp_V6_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_V6_iqr,0.07686368071390644,0.04567643622118095,0.576204653734551,2.37724665404913e-08,158.643190173675,0.04695615201210023,0.021162067230962953,0.33201180298535377,176.5200921306018,39004.30705573032,0.00851242212144928,0.013700926741236925,0.02779571381701055,0.04567643622118095,0.07475186582911078,0.166054389312534,0.6398803947371129
MIMIC-IV,R_Amp_aVF,0.40637375989971986,0.44832672498980997,1.2466445108239224,-179.002026135586,16.1987900044429,0.505753321145274,0.25311894633626547,1.554122536367417,-58.77572430328609,4832.467350574802,-0.7097938888702626,-0.392329133879991,0.20160883329993823,0.44832672498980997,0.7073621544452122,1.158620788528405,1.5668559076555812
MIMIC-IV,R_Amp_aVF_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_aVF_iqr,0.08270501182890341,0.050041861887655845,0.7273077187842346,0.0004385182713114,144.520489896387,0.04760371885609693,0.02204834382945615,0.5289765178031273,105.83529252629599,15406.91289185302,0.009287179923941449,0.015174662034405425,0.03115347350533215,0.050041861887655845,0.07875719236142908,0.15846657038218448,0.563366491476918
MIMIC-IV,R_Amp_aVL,0.02814852994969231,0.149440933360709,1.0156716577740668,-180.167831169935,35.5439729239686,0.7478464978513325,0.37734901340031046,1.0315889164055212,-56.356063840966215,5808.38281826728,-1.445048463488048,-0.8889935863120265,-0.330962894536072,0.149440933360709,0.4168836033152605,0.8496355549832545,1.2455916680302705
MIMIC-IV,R_Amp_aVL_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_aVL_iqr,0.07898485466784903,0.046140600439409055,0.6340006895650557,0.0008296977134031,137.718272214813,0.04484068382577794,0.020508130983563255,0.4019568743689662,125.2981728246361,21385.094362439686,0.009033146970128924,0.0144355979022115,0.0286565060993608,0.046140600439409055,0.07349718992513873,0.1559054001301365,0.6684504485947625
MIMIC-IV,R_Amp_aVR,-0.5258000553297316,-0.5430661058828294,0.7708436953042493,-180.071671322058,16.3322665884852,0.3726025688485062,0.18603819887138207,0.5942000025903105,-88.62812683921359,13277.941371307335,-1.328813657169324,-1.0501732637907224,-0.7335660115518015,-0.5430661058828294,-0.3609634427032953,0.2674064839221695,0.5321197041062072
MIMIC-IV,R_Amp_aVR_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,R_Amp_aVR_iqr,0.042307919471746246,0.0255746067114202,0.5358381881357526,0.0006796896440545,141.252954253889,0.023128903414706775,0.0105253455663426,0.2871225638646061,193.6118044621211,44274.19764301106,0.00582440688941095,0.009035363894055225,0.016653763087439002,0.0255746067114202,0.03978266650214578,0.08344019231716872,0.2934701729047117
MIMIC-IV,ST_Elev_I,-0.006005359857445511,-0.0010174740192934,0.10922653182329276,-35.8536642352096,16.5487050515334,0.0444511283995222,0.0220948742227941,0.011930435254144785,-99.87454221848594,32971.86200924411,-0.2042017504053773,-0.09186325779708046,-0.024681751985235076,-0.0010174740192934,0.019769376414287124,0.06526168517436265,0.13630705755814745
MIMIC-IV,ST_Elev_II,0.009687186252157887,0.0083885845523529,0.13911117543648532,-50.2880027932503,10.3385156455648,0.051144591200614174,0.025568360788075048,0.019351919131320595,-150.16546406881167,46972.887344566414,-0.1642563295812992,-0.07559339557878765,-0.017044624537233426,0.0083885845523529,0.03409996666338075,0.09786449618232428,0.21748148480820073
MIMIC-IV,ST_Elev_III,0.01796838211833508,0.0096816279333328,0.16728738871989535,-60.6292383472591,15.5105499780062,0.04266550446681627,0.0212051265885562,0.027985070424721373,-154.18735021573377,51582.10816695687,-0.14582877932614904,-0.059634667077217,-0.010279413279223226,0.0096816279333328,0.03238609118759305,0.11930129701532526,0.3486432592200587
MIMIC-IV,ST_Elev_III_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,ST_Elev_III_iqr,0.042132100048649396,0.02717191522804955,0.3544935033286116,0.0009826919685883,155.102808323354,0.0243899367754746,0.010514319893835899,0.12566564390219237,323.30673229870064,122929.33778633519,0.00748028788086016,0.01112359269545505,0.018547712035334524,0.02717191522804955,0.04293764881080912,0.1010159904294105,0.2652336811634337
MIMIC-IV,ST_Elev_II_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,ST_Elev_II_iqr,0.03812688886367713,0.02577676584449065,0.32109547928873705,0.0001165341935593,154.312044139164,0.023814986716264298,0.010358966822888102,0.10310230681966376,363.637139942172,154449.49682140612,0.006732973788818606,0.010084239505604876,0.017231783380057725,0.02577676584449065,0.04104677009632202,0.09139908339592585,0.20702515180472156
MIMIC-IV,ST_Elev_I_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,ST_Elev_I_iqr,0.032211007033530546,0.0227403877633129,0.2014780399454262,1.14814052257666e-05,112.915117569155,0.020964103315689195,0.00916388161158585,0.04059340058025076,479.3579188838059,254408.93907071202,0.005724897877895075,0.00876063216659435,0.015189141464769676,0.0227403877633129,0.03615324478045887,0.07779058381856015,0.16497017961122892
MIMIC-IV,ST_Elev_V1,0.019762351763953846,0.0228250104892189,0.37371748934782434,-92.6927745136471,50.694960014026,0.05559505331977315,0.0275288793784714,0.1396647618444412,-39.091477040781555,11705.266404705524,-0.35063293185852684,-0.1140484389701715,-0.002350146818835725,0.0228250104892189,0.053244906500937425,0.14146700884928048,0.2819820470526222
MIMIC-IV,ST_Elev_V1_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
MIMIC-IV,ST_Elev_V1_iqr,0.04072863478656918,0.0243540275974109,0.467525298375716,3.39730194489771e-08,154.312044139164,0.02474740939673623,0.010248227423099299,0.21857990462130228,227.35512154390682,59481.73663770864,0.00615790492675812,0.009364446754009175,0.016103113208751973,0.0243540275974109,0.0408505226054882,0.09952291418401447,0.231935099683506
MIMIC-IV,ST_Elev_V2,0.05803127262343942,0.0490746998212806,0.3737606929793571,-92.6153098381362,32.1015030813074,0.10177444843628236,0.0486685859676395,0.13969705561640924,-38.996301932780234,10641.970473755955,-0.4228609562887932,-0.11118196813718975,0.0072851413355576496,0.0490746998212806,0.10905958977184001,0.2633109406826992,0.47523584644659783
MIMIC-IV,ST_Elev_V2_count,13.677034502731651,13.0,3.566596411657629,3.0,38.0,5.0,2.0,12.720609963649075,0.8883875138143162,1.0545099654317696,8.0,9.0,11.0,13.0,16.0,20.0,24.0
